date,adm2_id,ADM2_PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
#date,#adm2+id,#adm2+code,#indicator+n_pixels+num,#indicator+rfh+num,#indicator+rfh_avg+num,#indicator+r1h+num,#indicator+r1h_avg+num,#indicator+r3h+num,#indicator+r3h_avg+num,#indicator+rfq+pct,#indicator+r1q+pct,#indicator+r3q+pct,#status
2021-10-01,6021,BT01007,2.0,14.0,19.25,40.5,49.4167,357.5,332.7833,78.3505,84.993,107.2106,final
2021-10-11,6021,BT01007,2.0,16.5,13.9833,42.0,47.95,312.0,303.7667,113.2572,89.7325,102.624,final
2021-10-21,6021,BT01007,2.0,29.0,13.5833,59.5,46.8167,257.5,263.0333,182.9596,122.3233,97.9734,final
2021-11-01,6021,BT01007,2.0,1.5,1.65,47.0,29.2167,221.5,216.0667,97.7444,145.3464,102.4034,final
2021-11-11,6021,BT01007,2.0,1.0,1.1667,31.5,16.4,184.0,154.8167,97.2973,157.197,117.7065,final
2021-11-21,6021,BT01007,2.0,1.0,0.7333,3.5,3.55,123.0,104.1167,104.6512,99.631,116.5474,final
2021-12-01,6021,BT01007,2.0,3.0,1.4167,5.0,3.3167,92.5,81.95,124.6753,112.6408,111.4736,final
2021-12-11,6021,BT01007,2.0,2.0,1.3667,6.0,3.5167,79.5,67.8667,109.9476,118.3724,114.9401,final
2021-12-21,6021,BT01007,2.0,7.5,1.6167,12.5,4.4,75.5,54.7667,188.9169,156.25,132.0124,final
2022-01-01,6021,BT01007,2.0,3.0,1.7833,12.5,4.7667,64.5,37.3,117.9361,152.3702,157.5053,final
2022-01-11,6021,BT01007,2.0,4.0,1.9167,14.5,5.3167,52.0,25.2333,130.1205,159.9565,175.9697,final
2022-01-21,6021,BT01007,2.0,2.0,2.25,9.0,5.95,25.0,13.9,96.5517,119.1223,146.4435,final
2022-02-01,6021,BT01007,2.0,6.0,1.6833,12.0,5.85,29.5,13.9333,164.5885,138.8013,165.0418,final
2022-02-11,6021,BT01007,2.0,1.0,2.1,9.0,6.0333,29.5,14.8667,84.507,118.5031,158.8472,final
2022-02-21,6021,BT01007,2.0,1.5,1.5667,8.5,5.35,30.0,15.7,98.9848,120.5212,155.642,final
2022-03-01,6021,BT01007,2.0,2.5,3.5833,5.0,7.25,29.5,17.8667,87.3786,86.9565,141.7464,final
2022-03-11,6021,BT01007,2.0,2.0,4.5833,6.0,9.7333,29.5,21.0833,73.0435,81.0811,127.0777,final
2022-03-21,6021,BT01007,2.0,4.0,8.4,8.5,16.5667,26.0,27.8667,67.1642,69.6361,95.0704,final
2022-04-01,6021,BT01007,2.0,8.5,10.9333,14.5,23.9167,31.5,37.0167,84.728,72.2359,88.2666,final
2022-04-11,6021,BT01007,2.0,9.5,12.7833,22.0,32.1167,37.0,47.8833,81.537,75.9794,81.1978,final
2022-04-21,6021,BT01007,2.0,9.5,13.0,27.5,36.7167,44.5,58.6333,80.5556,80.2711,79.4075,final
2022-05-01,6021,BT01007,2.0,11.5,23.4,30.5,49.1833,50.0,80.35,58.0986,68.4314,66.4084,final
2022-05-11,6021,BT01007,2.0,20.0,19.6667,41.0,56.0667,69.0,97.9167,101.3514,77.1948,73.2046,final
2022-05-21,6021,BT01007,2.0,21.0,28.65,52.5,71.7167,88.5,125.0,77.266,76.4838,72.963,final
2022-06-01,6021,BT01007,2.0,28.5,34.3,69.5,82.6167,114.5,155.7167,85.2417,85.8377,75.1282,final
2022-06-11,6021,BT01007,2.0,68.0,44.85,117.5,107.8,180.5,195.9833,146.4393,108.2343,92.4832,final
2022-06-21,6021,BT01007,2.0,54.0,45.3833,150.5,124.5333,230.5,232.9667,117.1022,119.3013,98.9848,final
2022-07-01,6021,BT01007,2.0,57.5,45.15,179.5,135.3833,279.5,267.1833,124.6261,130.3451,104.4435,final
2022-07-11,6021,BT01007,2.0,26.5,43.0,138.0,133.5333,296.5,297.4,65.625,103.1119,99.7072,final
2022-07-21,6021,BT01007,2.0,56.5,54.3167,140.5,142.4667,343.5,338.7167,103.6808,98.7101,101.3717,final
2022-08-01,6021,BT01007,2.0,93.5,48.6167,176.5,145.9333,425.5,363.9333,183.7115,119.6024,116.4646,final
2022-08-11,6021,BT01007,2.0,44.0,62.4167,194.0,165.35,449.5,406.6833,72.6823,116.3388,110.2756,final
2022-08-21,6021,BT01007,2.0,74.0,51.4333,211.5,162.4667,502.5,429.4667,139.9882,128.4306,116.6186,final
2022-09-01,6021,BT01007,2.0,26.0,23.5833,144.0,137.4333,500.0,418.75,108.4548,104.454,118.9504,final
2022-09-11,6021,BT01007,2.0,12.0,15.45,112.0,90.4667,444.0,389.35,83.1296,121.4333,113.6847,final
2022-09-21,6021,BT01007,2.0,14.5,14.7167,52.5,53.75,404.5,358.6833,98.9011,98.0392,112.4271,final
2022-10-01,6021,BT01007,2.0,14.5,19.25,41.0,49.4167,361.5,332.7833,80.4124,85.8345,108.3775,final
2022-10-11,6021,BT01007,2.0,20.5,13.9833,49.5,47.95,355.5,303.7667,134.3284,102.6747,116.4878,final
2022-10-21,6021,BT01007,2.0,26.0,13.5833,61.0,46.8167,325.0,263.0333,166.8161,124.9633,122.6956,final
2022-11-01,6021,BT01007,2.0,1.0,1.65,47.5,29.2167,232.5,216.0667,90.2256,146.6213,107.2692,final
2022-11-11,6021,BT01007,2.0,1.0,1.1667,28.0,16.4,189.5,154.8167,97.2973,143.9394,121.0436,final
2022-11-21,6021,BT01007,2.0,1.0,0.7333,3.0,3.55,116.5,104.1167,104.6512,95.941,110.8515,final
2022-12-01,6021,BT01007,2.0,1.0,1.4167,3.0,3.3167,91.5,81.95,93.5065,97.622,110.3861,final
2022-12-11,6021,BT01007,2.0,1.0,1.3667,3.0,3.5167,80.5,67.8667,94.2408,96.1776,116.2243,final
2022-12-21,6021,BT01007,2.0,1.0,1.6167,3.0,4.4,67.0,54.7667,90.6801,90.2778,118.8883,final
2023-01-01,6021,BT01007,2.0,1.0,1.7833,3.0,4.7667,53.5,37.3,88.4521,88.0361,134.2495,final
2023-01-11,6021,BT01007,2.0,1.0,1.9167,3.0,5.3167,34.0,25.2333,86.747,84.8749,124.8817,final
2023-01-21,6021,BT01007,2.0,1.0,2.25,3.0,5.95,9.0,13.9,82.7586,81.5047,79.4979,final
2023-02-01,6021,BT01007,2.0,1.0,1.6833,3.0,5.85,9.0,13.9333,89.7756,82.0189,79.3872,final
2023-02-11,6021,BT01007,2.0,1.0,2.1,3.0,6.0333,9.0,14.8667,84.507,81.0811,76.4075,final
2023-02-21,6021,BT01007,2.0,1.0,1.5667,3.0,5.35,9.0,15.7,91.3706,84.6906,73.93,final
2023-03-01,6021,BT01007,2.0,4.0,3.5833,6.0,7.25,12.0,17.8667,104.8544,92.7536,78.9474,final
2023-03-11,6021,BT01007,2.0,15.0,4.5833,20.0,9.7333,26.0,21.0833,208.6957,152.027,115.8177,final
2023-03-21,6021,BT01007,2.0,5.0,8.4,24.0,16.5667,30.0,27.8667,74.6269,127.9799,105.6338,final
2023-04-01,6021,BT01007,2.0,7.0,10.9333,27.0,23.9167,36.0,37.0167,75.3138,109.0909,97.8376,final
2023-04-11,6021,BT01007,2.0,8.0,12.7833,20.0,32.1167,43.0,47.8833,73.1022,71.2307,91.5635,final
2023-04-21,6021,BT01007,2.0,16.5,13.0,31.5,36.7167,58.5,58.6333,119.4444,88.8334,99.8057,final
2023-05-01,6021,BT01007,2.0,12.5,23.4,37.0,49.1833,70.0,80.35,61.6197,79.4142,88.5445,final
2023-05-11,6021,BT01007,2.0,11.5,19.6667,40.5,56.0667,80.5,97.9167,66.8919,76.4379,83.861,final
2023-05-21,6021,BT01007,2.0,18.0,28.65,42.0,71.7167,97.5,125.0,68.3507,63.6345,79.6296,final
2023-06-01,6021,BT01007,2.0,21.5,34.3,51.0,82.6167,115.0,155.7167,67.43,65.8629,75.43,final
2023-06-11,6021,BT01007,2.0,33.0,44.85,72.5,107.8,133.0,195.9833,76.2287,70.034,69.4231,final
2023-06-21,6021,BT01007,2.0,36.0,45.3833,90.5,124.5333,164.0,232.9667,81.3761,74.7027,71.6148,final
2023-07-01,6021,BT01007,2.0,30.0,45.15,99.0,135.3833,187.0,267.1833,69.7906,74.9742,71.0721,final
2023-07-11,6021,BT01007,2.0,43.0,43.0,109.0,133.5333,222.0,297.4,100.0,82.9076,75.4717,final
2023-07-21,6021,BT01007,2.0,41.0,54.3167,114.0,142.4667,246.5,338.7167,77.5499,81.3293,73.5554,final
2023-08-01,6021,BT01007,2.0,39.0,48.6167,123.0,145.9333,273.0,363.9333,82.064,85.2929,75.6819,final
2023-08-11,6021,BT01007,2.0,67.0,62.4167,147.0,165.35,328.5,406.6833,106.7985,89.5352,81.2368,final
2023-08-21,6021,BT01007,2.0,98.0,51.4333,204.0,162.4667,408.5,429.4667,182.5162,124.0819,95.2291,final
2023-09-01,6021,BT01007,2.0,12.0,23.5833,177.0,137.4333,399.0,418.75,59.4752,126.837,95.3936,final
2023-09-11,6021,BT01007,2.0,7.5,15.45,117.5,90.4667,373.5,389.35,61.1247,126.9078,96.0311,final
2023-09-21,6021,BT01007,2.0,10.5,14.7167,30.0,53.75,348.0,358.6833,78.6137,62.7451,97.1023,final
2023-10-01,6021,BT01007,2.0,24.5,19.25,42.5,49.4167,342.5,332.7833,121.6495,88.359,102.8346,final
2023-10-11,6021,BT01007,2.0,10.0,13.9833,45.0,47.95,309.5,303.7667,79.0167,94.9094,101.8273,final
2023-10-21,6021,BT01007,2.0,31.0,13.5833,65.5,46.8167,299.5,263.0333,193.722,132.8835,113.3561,final
2023-11-01,6021,BT01007,2.0,1.0,1.65,42.0,29.2167,261.5,216.0667,90.2256,132.5967,120.0973,final
2023-11-11,6021,BT01007,2.0,1.0,1.1667,33.0,16.4,195.5,154.8167,97.2973,162.8788,124.684,final
2023-11-21,6021,BT01007,2.0,1.0,0.7333,3.0,3.55,98.5,104.1167,104.6512,95.941,95.0781,final
2023-12-01,6021,BT01007,2.0,3.0,1.4167,5.0,3.3167,89.5,81.95,124.6753,112.6408,108.211,final
2023-12-11,6021,BT01007,2.0,2.0,1.3667,6.0,3.5167,84.0,67.8667,109.9476,118.3724,120.7192,final
2023-12-21,6021,BT01007,2.0,2.0,1.6167,7.0,4.4,75.5,54.7667,105.7935,118.0556,132.0124,final
2024-01-01,6021,BT01007,2.0,1.0,1.7833,5.0,4.7667,52.0,37.3,88.4521,101.5801,131.0782,final
2024-01-11,6021,BT01007,2.0,1.0,1.9167,4.0,5.3167,43.0,25.2333,86.747,91.4037,150.4257,final
2024-01-21,6021,BT01007,2.0,1.0,2.25,3.0,5.95,13.0,13.9,82.7586,81.5047,96.2343,final
2024-02-01,6021,BT01007,2.0,1.0,1.6833,3.0,5.85,13.0,13.9333,89.7756,82.0189,96.1003,final
2024-02-11,6021,BT01007,2.0,1.0,2.1,3.0,6.0333,13.0,14.8667,84.507,81.0811,92.4933,final
2024-02-21,6021,BT01007,2.0,1.5,1.5667,3.5,5.35,13.5,15.7,98.9848,87.9479,91.4397,final
2024-03-01,6021,BT01007,2.0,2.0,3.5833,4.5,7.25,12.5,17.8667,81.5534,84.058,80.7416,final
2024-03-11,6021,BT01007,2.0,8.5,4.5833,12.0,9.7333,19.0,21.0833,140.8696,111.4865,93.2976,final
2024-03-21,6021,BT01007,2.0,5.0,8.4,15.5,16.5667,22.0,27.8667,74.6269,95.9849,84.507,final
2024-04-01,6021,BT01007,2.0,9.0,10.9333,22.5,23.9167,30.0,37.0167,87.8661,95.8231,85.0762,final
2024-04-11,6021,BT01007,2.0,13.0,12.7833,27.0,32.1167,42.0,47.8833,101.2184,87.8512,89.8359,final
2024-04-21,6021,BT01007,2.0,7.5,13.0,29.5,36.7167,48.5,58.6333,69.4444,84.5523,85.2356,final
2024-05-01,6021,BT01007,2.0,16.0,23.4,36.5,49.1833,63.5,80.35,73.9437,78.5694,81.3503,final
2024-05-11,6021,BT01007,2.0,16.0,19.6667,39.5,56.0667,78.5,97.9167,85.1351,74.9243,82.0077,final
2024-05-21,6021,BT01007,2.0,40.0,28.65,72.0,71.7167,117.0,125.0,133.7296,100.3467,94.0741,final
2024-06-01,6021,BT01007,2.0,45.5,34.3,101.5,82.6167,160.5,155.7167,128.4987,120.3887,102.8865,final
2024-06-11,6021,BT01007,2.0,109.5,44.85,195.0,107.8,261.5,195.9833,229.6891,174.0238,131.8068,final
2024-06-21,6021,BT01007,2.0,45.5,45.3833,200.5,124.5333,302.0,232.9667,100.2316,156.4668,128.4127,final
2024-07-01,6021,BT01007,2.0,35.5,45.15,190.5,135.3833,328.5,267.1833,80.7577,137.9113,122.1213,final
2024-07-11,6021,BT01007,2.0,38.0,43.0,119.0,133.5333,353.5,297.4,89.5833,89.8746,118.2498,final
2024-07-21,6021,BT01007,2.0,34.5,54.3167,108.0,142.4667,380.5,338.7167,66.5917,77.394,111.982,final
2024-08-01,6021,BT01007,2.0,57.5,48.6167,130.0,145.9333,422.0,363.9333,116.5682,89.782,115.5286,final
2024-08-11,6021,BT01007,2.0,34.5,62.4167,126.5,165.35,440.5,406.6833,58.5909,77.8443,108.1157,final
2024-08-21,6021,BT01007,2.0,47.0,51.4333,139.0,162.4667,447.5,429.4667,92.1441,86.3935,104.1035,final
2024-09-01,6021,BT01007,2.0,19.0,23.5833,100.5,137.4333,421.0,418.75,83.965,74.9491,100.5248,final
2024-09-11,6021,BT01007,2.0,18.0,15.45,84.0,90.4667,329.5,389.35,112.4694,93.5634,85.0131,final
2024-09-21,6021,BT01007,2.0,33.5,14.7167,70.5,53.75,317.5,358.6833,195.2663,126.2745,88.8296,final
2024-10-01,6021,BT01007,2.0,18.0,19.25,69.5,49.4167,300.0,332.7833,94.8454,133.8008,90.4361,final
2024-10-11,6021,BT01007,2.0,10.0,13.9833,61.5,47.95,272.0,303.7667,79.0167,123.3822,89.8757,final
2024-10-21,6021,BT01007,2.0,12.5,13.5833,40.5,46.8167,250.0,263.0333,94.1704,88.8824,95.2265,final
2024-11-01,6021,BT01007,2.0,2.0,1.65,24.5,29.2167,194.5,216.0667,105.2632,87.9728,90.46,final
2024-11-11,6021,BT01007,2.0,1.0,1.1667,15.5,16.4,161.0,154.8167,97.2973,96.5909,103.7516,final
2024-11-21,6021,BT01007,2.0,1.0,0.7333,4.0,3.55,115.0,104.1167,104.6512,103.321,109.537,final
2024-12-01,6021,BT01007,2.0,1.0,1.4167,3.0,3.3167,97.0,81.95,93.5065,97.622,116.3676,final
2024-12-11,6021,BT01007,2.0,1.0,1.3667,3.0,3.5167,80.0,67.8667,94.2408,96.1776,115.5822,final
2024-12-21,6021,BT01007,2.0,1.0,1.6167,3.0,4.4,47.5,54.7667,90.6801,90.2778,88.7802,final
2025-01-01,6021,BT01007,2.0,1.0,1.7833,3.0,4.7667,30.5,37.3,88.4521,88.0361,85.6237,final
2025-01-11,6021,BT01007,2.0,1.0,1.9167,3.0,5.3167,21.5,25.2333,86.747,84.8749,89.404,final
2025-01-21,6021,BT01007,2.0,1.0,2.25,3.0,5.95,10.0,13.9,82.7586,81.5047,83.682,final
2025-02-01,6021,BT01007,2.0,1.0,1.6833,3.0,5.85,9.0,13.9333,89.7756,82.0189,79.3872,final
2025-02-11,6021,BT01007,2.0,1.0,2.1,3.0,6.0333,9.0,14.8667,84.507,81.0811,76.4075,final
2025-02-21,6021,BT01007,2.0,2.0,1.5667,4.0,5.35,10.0,15.7,106.599,91.2052,77.821,final
2025-03-01,6021,BT01007,2.0,2.5,3.5833,5.5,7.25,11.5,17.8667,87.3786,89.8551,77.1531,final
2025-03-11,6021,BT01007,2.0,3.5,4.5833,8.0,9.7333,14.0,21.0833,88.6957,91.2162,77.2118,final
2025-03-21,6021,BT01007,2.0,3.5,8.4,9.5,16.5667,16.5,27.8667,63.4328,73.4003,69.9824,final
2025-04-01,6021,BT01007,2.0,13.0,10.9333,20.0,23.9167,28.5,37.0167,112.9707,88.4521,81.8859,final
2025-04-11,6021,BT01007,2.0,15.5,12.7833,32.0,32.1167,43.0,47.8833,115.2765,99.723,91.5635,final
2025-04-21,6021,BT01007,2.0,16.5,13.0,45.0,36.7167,58.5,58.6333,119.4444,117.731,99.8057,final
2025-05-01,6021,BT01007,2.0,14.5,23.4,46.5,49.1833,72.0,80.35,68.662,95.4661,90.7582,final
2025-05-11,6021,BT01007,2.0,19.5,19.6667,50.5,56.0667,90.5,97.9167,99.3243,91.5742,93.1274,final
2025-05-21,6021,BT01007,2.0,47.0,28.65,81.0,71.7167,135.5,125.0,154.5319,111.3604,107.7778,final
2025-06-01,6021,BT01007,2.0,24.5,34.3,91.0,82.6167,157.5,155.7167,75.0636,109.0516,101.0761,prelim
2021-01-01,6020,BT01006,7.0,1.0,1.619,3.2857,4.6571,24.7143,34.7048,90.6475,90.6433,77.6523,final
2021-01-11,6020,BT01006,7.0,1.0,1.6048,3.1429,4.7571,20.1429,23.5619,90.8435,89.061,89.8127,final
2021-01-21,6020,BT01006,7.0,1.0,1.9333,3.0,5.1571,10.0,13.1524,86.5385,85.7681,86.3842,final
2021-02-01,6020,BT01006,7.0,1.1429,1.7476,3.1429,5.2857,10.0,13.2,91.0374,85.9813,86.2069,final
2021-02-11,6020,BT01006,7.0,1.0,2.181,3.1429,5.8619,10.0,14.2952,83.5544,82.858,82.3207,final
2021-02-21,6020,BT01006,7.0,1.0,1.6429,3.1429,5.5714,9.5714,15.1571,90.3226,84.4037,77.7967,final
2021-03-01,6020,BT01006,7.0,3.0,2.9619,5.0,6.7857,11.4286,16.7286,100.4785,89.3617,80.171,final
2021-03-11,6020,BT01006,7.0,3.5714,3.9905,7.5714,8.5952,13.8571,19.2143,95.339,94.4942,81.6626,final
2021-03-21,6020,BT01006,7.0,4.0,7.4667,10.5714,14.419,16.7143,25.1476,72.1925,84.2434,76.006,final
2021-04-01,6020,BT01006,7.0,8.0,11.3,15.5714,22.7571,23.7143,34.8286,79.7546,78.0637,75.2071,final
2021-04-11,6020,BT01006,7.0,11.7143,12.8524,23.7143,31.619,34.4286,46.0762,93.625,81.0069,79.2289,final
2021-04-21,6020,BT01006,7.0,14.0,10.581,33.7143,34.7333,47.4286,54.7238,121.9438,97.722,88.7287,final
2021-05-01,6020,BT01006,7.0,14.7143,10.1667,40.4286,33.6,61.0,63.1429,129.9843,115.6619,97.0703,final
2021-05-11,6020,BT01006,7.0,8.4286,7.1762,37.1429,27.9238,68.4286,68.1381,110.2855,124.3094,100.3717,final
2021-05-21,6020,BT01006,7.0,11.4286,16.3619,34.5714,33.7048,78.8571,82.8571,76.9059,101.983,95.6923,final
2021-06-01,6020,BT01006,7.0,31.7143,30.4333,51.5714,53.9714,107.5714,110.3286,103.6151,96.2483,97.7087,final
2021-06-11,6020,BT01006,7.0,48.2857,42.5381,91.4286,89.3333,152.2857,148.8762,112.0906,102.1093,102.146,final
2021-06-21,6020,BT01006,7.0,41.0,42.8333,121.0,115.8048,189.2857,184.2429,96.1672,104.1296,102.5962,final
2021-07-01,6020,BT01006,7.0,23.2857,36.6143,112.5714,121.9857,204.5714,209.5571,67.9712,92.8672,97.7292,final
2021-07-11,6020,BT01006,7.0,46.8571,32.3286,111.1429,111.7762,239.7143,229.0333,138.9208,99.4799,104.4684,final
2021-07-21,6020,BT01006,7.0,67.5714,43.119,137.7143,112.0619,293.2857,261.5714,150.8164,121.0159,111.6781,final
2021-08-01,6020,BT01006,7.0,29.1429,46.7143,143.5714,122.1619,307.7143,298.119,66.0221,116.1995,103.1141,final
2021-08-11,6020,BT01006,7.0,34.0,61.0048,130.7143,150.8381,333.2857,351.9476,59.0866,87.4882,94.844,final
2021-08-21,6020,BT01006,7.0,64.7143,51.2333,127.8571,158.9524,386.5714,386.819,123.9732,81.5953,99.9376,final
2021-09-01,6020,BT01006,7.0,38.0,24.2524,136.7143,136.4905,392.8571,380.6381,146.9966,100.1528,103.128,final
2021-09-11,6020,BT01006,7.0,16.0,16.8857,118.7143,92.3714,360.5714,354.9857,95.953,125.7326,101.5304,final
2021-09-21,6020,BT01006,7.0,11.7143,16.1619,65.7143,57.3,331.2857,328.3143,78.9829,112.5027,100.8783,final
2021-10-01,6020,BT01006,7.0,16.2857,17.5571,44.0,50.6048,324.2857,309.2571,94.3635,89.1019,104.7074,final
2021-10-11,6020,BT01006,7.0,24.2857,12.7476,52.2857,46.4667,301.7143,289.6762,165.0121,110.3053,104.017,final
2021-10-21,6020,BT01006,7.0,30.1429,12.3429,70.7143,42.6476,264.2857,258.9,202.6359,153.3104,102.0029,final
2021-11-01,6020,BT01006,7.0,1.1429,1.7,55.5714,26.7905,236.2857,213.8857,91.6844,178.2294,110.0051,final
2021-11-11,6020,BT01006,7.0,1.0,1.0857,32.2857,15.1286,203.2857,153.9667,98.5915,168.2774,130.0787,final
2021-11-21,6020,BT01006,7.0,1.0,0.781,3.1429,3.5667,139.5714,103.5143,103.7891,96.8761,131.7644,final
2021-12-01,6020,BT01006,7.0,2.2857,1.3905,4.2857,3.2571,103.8571,80.6524,114.0089,107.7586,125.5975,final
2021-12-11,6020,BT01006,7.0,2.2857,1.5048,5.5714,3.6762,90.1429,65.2714,112.0059,113.8579,133.0423,final
2021-12-21,6020,BT01006,7.0,7.0,1.5333,11.5714,4.4286,85.4286,50.6429,183.6735,149.505,157.3616,final
2022-01-01,6020,BT01006,7.0,2.5714,1.619,11.8571,4.6571,71.7143,34.7048,114.3885,149.1228,182.7865,final
2022-01-11,6020,BT01006,7.0,3.7143,1.6048,13.2857,4.7571,51.1429,23.5619,131.9394,157.7928,182.1793,final
2022-01-21,6020,BT01006,7.0,2.0,1.9333,8.2857,5.1571,23.0,13.1524,100.9615,120.6409,142.5339,final
2022-02-01,6020,BT01006,7.0,5.2857,1.7476,11.0,5.2857,27.1429,13.2,152.4347,137.3832,160.0985,final
2022-02-11,6020,BT01006,7.0,1.4286,2.181,8.7143,5.8619,27.5714,14.2952,89.5225,117.9826,154.6452,final
2022-02-21,6020,BT01006,7.0,1.4286,1.6429,8.1429,5.5714,28.0,15.1571,96.7742,116.5138,151.0505,final
2022-03-01,6020,BT01006,7.0,2.0,2.9619,4.8571,6.7857,27.7143,16.7286,87.9187,88.5106,141.101,final
2022-03-11,6020,BT01006,7.0,2.0,3.9905,5.4286,8.5952,27.4286,19.2143,77.8602,82.9706,128.1174,final
2022-03-21,6020,BT01006,7.0,3.5714,7.4667,7.5714,14.419,24.0,25.1476,68.7548,71.9579,96.7349,final
2022-04-01,6020,BT01006,7.0,9.1429,11.3,14.7143,22.7571,30.5714,34.8286,86.766,75.447,90.5035,final
2022-04-11,6020,BT01006,7.0,10.0,12.8524,22.7143,31.619,36.8571,46.0762,84.0224,78.6041,83.5598,final
2022-04-21,6020,BT01006,7.0,8.1429,10.581,27.2857,34.7333,43.0,54.7238,84.3521,83.3511,81.8864,final
2022-05-01,6020,BT01006,7.0,4.7143,10.1667,22.8571,33.6,42.4286,63.1429,64.0502,75.3604,71.6797,final
2022-05-11,6020,BT01006,7.0,6.8571,7.1762,19.7143,27.9238,47.8571,68.1381,97.3797,78.3526,74.0447,final
2022-05-21,6020,BT01006,7.0,11.0,16.3619,22.5714,33.7048,57.4286,82.8571,74.8997,74.526,72.6154,final
2022-06-01,6020,BT01006,7.0,26.1429,30.4333,44.0,53.9714,81.5714,110.3286,87.8914,84.4127,76.1012,final
2022-06-11,6020,BT01006,7.0,53.7143,42.5381,90.8571,89.3333,133.2857,148.8762,123.51,101.534,90.187,final
2022-06-21,6020,BT01006,7.0,44.4286,42.8333,124.2857,115.8048,174.1429,184.2429,103.335,106.7414,94.8003,final
2022-07-01,6020,BT01006,7.0,35.7143,36.6143,133.8571,121.9857,200.7143,209.5571,97.8373,108.9945,95.9724,final
2022-07-11,6020,BT01006,7.0,18.7143,32.3286,98.8571,111.7762,209.4286,229.0333,63.5285,89.3912,91.7983,final
2022-07-21,6020,BT01006,7.0,42.8571,43.119,97.2857,112.0619,244.1429,261.5714,99.4557,87.8945,93.5823,final
2022-08-01,6020,BT01006,7.0,75.5714,46.7143,137.1429,122.1619,315.0,298.119,155.8011,111.3353,105.4787,final
2022-08-11,6020,BT01006,7.0,40.4286,61.0048,158.8571,150.8381,348.5714,351.9476,68.8262,104.9858,99.0672,final
2022-08-21,6020,BT01006,7.0,70.4286,51.2333,186.4286,158.9524,408.0,386.819,134.135,116.2627,105.3377,final
2022-09-01,6020,BT01006,7.0,24.5714,24.2524,135.4286,136.4905,406.4286,380.6381,101.0907,99.2751,106.6021,final
2022-09-11,6020,BT01006,7.0,12.2857,16.8857,107.2857,92.3714,365.0,354.9857,78.9817,114.5688,102.7437,final
2022-09-21,6020,BT01006,7.0,14.7143,16.1619,51.5714,57.3,335.2857,328.3143,93.1593,91.488,102.0606,final
2022-10-01,6020,BT01006,7.0,16.2857,17.5571,43.2857,50.6048,315.8571,309.2571,94.3635,87.9233,102.0673,final
2022-10-11,6020,BT01006,7.0,16.7143,12.7476,47.7143,46.4667,313.8571,289.6762,122.3504,102.2095,108.069,final
2022-10-21,6020,BT01006,7.0,23.4286,12.3429,56.4286,42.6476,294.4286,258.9,163.9209,126.1758,113.2126,final
2022-11-01,6020,BT01006,7.0,1.1429,1.7,41.2857,26.7905,220.0,213.8857,91.6844,139.3994,102.731,final
2022-11-11,6020,BT01006,7.0,1.0,1.0857,25.5714,15.1286,180.5714,153.9667,98.5915,141.5577,116.2257,final
2022-11-21,6020,BT01006,7.0,1.0,0.781,3.1429,3.5667,111.1429,103.5143,103.7891,96.8761,106.7204,final
2022-12-01,6020,BT01006,7.0,1.1429,1.3905,3.1429,3.2571,87.7143,80.6524,96.1252,99.1379,107.7901,final
2022-12-11,6020,BT01006,7.0,1.1429,1.5048,3.2857,3.6762,76.5714,65.2714,94.4363,97.1448,115.0123,final
2022-12-21,6020,BT01006,7.0,1.1429,1.5333,3.4286,4.4286,63.0,50.6429,94.0233,93.0693,120.3769,final
2023-01-01,6020,BT01006,7.0,1.0,1.619,3.2857,4.6571,47.7143,34.7048,90.6475,90.6433,129.101,final
2023-01-11,6020,BT01006,7.0,1.0,1.6048,3.1429,4.7571,32.0,23.5619,90.8435,89.061,125.1419,final
2023-01-21,6020,BT01006,7.0,1.0,1.9333,3.0,5.1571,9.5714,13.1524,86.5385,85.7681,84.5331,final
2023-02-01,6020,BT01006,7.0,0.8571,1.7476,2.8571,5.2857,9.2857,13.2,86.8031,84.1121,83.1281,final
2023-02-11,6020,BT01006,7.0,1.2857,2.181,3.1429,5.8619,9.5714,14.2952,87.5332,82.858,80.5566,final
2023-02-21,6020,BT01006,7.0,1.0,1.6429,3.1429,5.5714,9.5714,15.1571,90.3226,84.4037,77.7967,final
2023-03-01,6020,BT01006,7.0,3.2857,2.9619,5.5714,6.7857,11.7143,16.7286,104.067,92.766,81.24,final
2023-03-11,6020,BT01006,7.0,11.1429,3.9905,15.4286,8.5952,21.7143,19.2143,179.5551,136.7478,108.5575,final
2023-03-21,6020,BT01006,7.0,4.2857,7.4667,18.7143,14.419,24.8571,25.1476,74.4843,117.5897,99.1736,final
2023-04-01,6020,BT01006,7.0,7.0,11.3,22.4286,22.7571,30.8571,34.8286,73.6196,98.9969,91.1409,final
2023-04-11,6020,BT01006,7.0,8.2857,12.8524,19.5714,31.619,38.1429,46.0762,74.4198,71.0526,85.8526,final
2023-04-21,6020,BT01006,7.0,14.1429,10.581,29.4286,34.7333,51.2857,54.7238,122.8606,88.1414,94.6881,final
2023-05-01,6020,BT01006,7.0,4.5714,10.1667,27.0,33.6,55.0,63.1429,63.1083,84.8624,88.8672,final
2023-05-11,6020,BT01006,7.0,3.8571,7.1762,22.5714,27.9238,57.5714,68.1381,72.7415,85.8865,86.4769,final
