date,adm2_id,ADM2_PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
#date,#adm2+id,#adm2+code,#indicator+n_pixels+num,#indicator+rfh+num,#indicator+rfh_avg+num,#indicator+r1h+num,#indicator+r1h_avg+num,#indicator+r3h+num,#indicator+r3h_avg+num,#indicator+rfq+pct,#indicator+r1q+pct,#indicator+r3q+pct,#status
2021-01-01,5982,BT00702,2.0,1.5,1.7833,4.5,5.6333,35.5,51.9,95.8231,92.7505,73.5057,final
2021-01-11,5982,BT00702,2.0,1.5,1.6167,4.5,5.3167,29.5,33.7333,98.2368,94.6681,90.3201,final
2021-01-21,5982,BT00702,2.0,1.0,2.0,4.0,5.4,12.0,16.1833,85.7143,90.9091,84.0229,final
2021-02-01,5982,BT00702,2.0,1.5,2.3833,4.0,6.0,12.5,16.2,88.0361,87.5,85.8779,final
2021-02-11,5982,BT00702,2.0,1.0,2.9,3.5,7.2833,12.5,17.6,75.9494,78.1099,81.5217,final
2021-02-21,5982,BT00702,2.0,1.5,2.3,4.0,7.5833,12.5,18.75,89.0411,79.6209,78.2609,final
2021-03-01,5982,BT00702,2.0,5.0,5.1667,7.5,10.3667,16.0,22.0,98.3607,85.9247,81.25,final
2021-03-11,5982,BT00702,2.0,5.0,6.45,11.5,13.9167,19.5,26.5167,87.3362,89.8955,80.785,final
2021-03-21,5982,BT00702,2.0,7.5,14.75,17.5,26.3667,25.5,39.35,63.2911,75.6187,71.9352,final
2021-04-01,5982,BT00702,2.0,11.0,19.3667,23.5,40.5667,35.0,56.9333,65.6635,66.2492,67.2311,final
2021-04-11,5982,BT00702,2.0,13.0,23.5667,31.5,57.6833,46.5,78.8833,63.0105,61.3149,63.5665,final
2021-04-21,5982,BT00702,2.0,14.0,22.8333,38.0,65.7667,59.5,99.7167,68.2635,63.3524,63.345,final
2021-05-01,5982,BT00702,2.0,21.5,26.0333,48.5,72.4333,79.5,123.3667,85.3921,70.9664,67.1082,final
2021-05-11,5982,BT00702,2.0,23.0,23.5833,58.5,72.45,101.5,144.05,97.9592,83.0807,72.3791,final
2021-05-21,5982,BT00702,2.0,19.5,35.1,64.0,84.7167,119.5,176.85,61.0973,78.1277,69.3069,final
2021-06-01,5982,BT00702,2.0,66.5,53.5167,109.0,112.2,181.0,225.2,122.1874,97.3813,81.2075,final
2021-06-11,5982,BT00702,2.0,56.5,62.9333,142.5,151.55,232.5,281.6833,90.5299,94.398,83.1381,final
2021-06-21,5982,BT00702,2.0,32.5,55.3833,155.5,171.8333,257.5,322.3167,62.1032,91.0174,80.4955,final
2021-07-01,5982,BT00702,2.0,16.5,30.9833,105.5,149.3,263.0,333.9333,59.7499,72.5047,79.3758,final
2021-07-11,5982,BT00702,2.0,22.0,24.45,71.0,110.8167,272.0,334.8167,91.6808,67.0437,81.7826,final
2021-07-21,5982,BT00702,2.0,28.5,30.55,67.0,85.9833,286.5,342.5333,94.2335,80.2223,84.1055,final
2021-08-01,5982,BT00702,2.0,17.5,35.6,68.0,90.6,282.5,352.1,55.4187,77.5348,80.7788,final
2021-08-11,5982,BT00702,2.0,35.5,44.6833,81.5,110.8333,295.0,373.2,81.5163,75.7241,79.5929,final
2021-08-21,5982,BT00702,2.0,28.5,41.0,81.5,121.2833,304.0,379.1,72.8261,69.6966,80.699,final
2021-09-01,5982,BT00702,2.0,28.5,21.6833,92.5,107.3667,266.0,347.2667,125.5465,87.3331,77.2532,final
2021-09-11,5982,BT00702,2.0,12.0,19.7833,69.0,82.4667,221.5,304.1167,68.5945,85.4362,73.6987,final
2021-09-21,5982,BT00702,2.0,10.5,20.8167,51.0,62.2833,199.5,269.55,60.0387,84.3901,74.9419,final
2021-10-01,5982,BT00702,2.0,7.0,25.5333,29.5,66.1333,190.0,264.1,39.3013,51.8827,72.9661,final
2021-10-11,5982,BT00702,2.0,10.0,19.7833,27.5,66.1333,178.0,259.4333,60.5245,49.2557,69.7761,final
2021-10-21,5982,BT00702,2.0,17.0,19.55,34.0,64.8667,166.5,248.4333,89.613,58.7711,68.2961,final
2021-11-01,5982,BT00702,2.0,1.0,2.3667,28.0,41.7,150.0,215.2,81.448,73.501,71.048,final
2021-11-11,5982,BT00702,2.0,1.0,1.5,19.0,23.4167,115.5,172.0167,92.3077,86.783,68.9497,final
2021-11-21,5982,BT00702,2.0,1.0,1.15,3.0,5.0167,88.0,132.1667,97.561,86.5705,68.9332,final
2021-12-01,5982,BT00702,2.0,2.0,1.9167,4.0,4.5667,61.5,112.4,101.2048,96.1098,58.415,final
2021-12-11,5982,BT00702,2.0,2.0,1.9333,5.0,5.0,51.5,94.55,100.9615,100.0,58.8235,final
2021-12-21,5982,BT00702,2.0,2.0,1.9167,6.0,5.7667,43.0,75.65,101.2048,101.4799,61.8797,final
2022-01-01,5982,BT00702,2.0,2.5,1.7833,6.5,5.6333,38.5,51.9,110.5651,105.5437,78.3522,final
2022-01-11,5982,BT00702,2.0,3.0,1.6167,7.5,5.3167,31.5,33.7333,120.9068,114.2546,94.8933,final
2022-01-21,5982,BT00702,2.0,2.5,2.0,8.0,5.4,17.0,16.1833,107.1429,116.8831,103.119,final
2022-02-01,5982,BT00702,2.0,6.0,2.3833,11.5,6.0,22.0,16.2,148.9842,134.375,122.1374,final
2022-02-11,5982,BT00702,2.0,2.0,2.9,10.5,7.2833,23.0,17.6,88.6076,118.6114,119.5652,final
2022-02-21,5982,BT00702,2.0,2.0,2.3,10.0,7.5833,24.0,18.75,95.8904,113.7441,118.2609,final
2022-03-01,5982,BT00702,2.0,3.5,5.1667,7.5,10.3667,25.5,22.0,83.6066,85.9247,110.9375,final
2022-03-11,5982,BT00702,2.0,2.5,6.45,8.0,13.9167,26.0,26.5167,65.5022,75.2613,98.5851,final
2022-03-21,5982,BT00702,2.0,4.5,14.75,10.5,26.3667,28.5,39.35,48.1013,56.3703,78.0142,final
2022-04-01,5982,BT00702,2.0,6.0,19.3667,13.0,40.5667,32.0,56.9333,45.1436,45.4845,62.749,final
2022-04-11,5982,BT00702,2.0,12.0,23.5667,22.5,57.6833,41.0,78.8833,59.5099,48.0177,57.3786,final
2022-04-21,5982,BT00702,2.0,9.0,22.8333,27.0,65.7667,47.5,99.7167,50.2994,48.8341,52.4077,final
2022-05-01,5982,BT00702,2.0,13.5,26.0333,34.5,72.4333,55.0,123.3667,59.6133,53.983,48.7378,final
2022-05-11,5982,BT00702,2.0,34.5,23.5833,57.0,72.45,87.5,144.05,138.1924,81.2614,63.2911,final
2022-05-21,5982,BT00702,2.0,23.0,35.1,71.0,84.7167,108.5,176.85,69.8254,85.5182,63.4199,final
2022-06-01,5982,BT00702,2.0,40.0,53.5167,97.5,112.2,145.0,225.2,76.9012,87.9705,65.9014,final
2022-06-11,5982,BT00702,2.0,176.0,62.9333,239.0,151.55,318.5,281.6833,266.4377,154.1318,112.6221,final
2022-06-21,5982,BT00702,2.0,41.0,55.3833,257.0,171.8333,355.0,322.3167,76.18,146.8378,109.835,final
2022-07-01,5982,BT00702,2.0,15.0,30.9833,232.0,149.3,364.0,333.9333,55.5813,151.9146,108.742,final
2022-07-11,5982,BT00702,2.0,14.0,24.45,70.0,110.8167,366.0,334.8167,64.5161,66.216,109.0435,final
2022-07-21,5982,BT00702,2.0,19.0,30.55,48.0,85.9833,376.0,342.5333,67.5105,60.4272,109.4932,final
2022-08-01,5982,BT00702,2.0,36.0,35.6,69.0,90.6,398.5,352.1,100.9852,78.5288,112.8141,final
2022-08-11,5982,BT00702,2.0,24.5,44.6833,79.5,110.8333,388.5,373.2,59.376,74.069,103.9927,final
2022-08-21,5982,BT00702,2.0,34.0,41.0,94.5,121.2833,399.5,379.1,84.7826,79.5988,105.2429,final
2022-09-01,5982,BT00702,2.0,17.0,21.6833,75.5,107.3667,376.5,347.2667,82.4485,72.8486,108.1825,final
2022-09-11,5982,BT00702,2.0,13.0,19.7833,64.0,82.4667,213.5,304.1167,72.6295,80.0288,71.1519,final
2022-09-21,5982,BT00702,2.0,9.0,20.8167,39.0,62.2833,181.5,269.55,54.2285,67.7888,68.503,final
2022-10-01,5982,BT00702,2.0,32.0,25.5333,54.0,66.1333,198.5,264.1,121.179,84.063,76.0671,final
2022-10-11,5982,BT00702,2.0,27.5,19.7833,68.5,66.1333,212.0,259.4333,131.1365,103.1086,82.3952,final
2022-10-21,5982,BT00702,2.0,52.5,19.55,112.0,64.8667,245.5,248.4333,234.2159,162.9564,98.865,final
2022-11-01,5982,BT00702,2.0,1.0,2.3667,81.0,41.7,210.5,215.2,81.448,176.0155,97.913,final
2022-11-11,5982,BT00702,2.0,1.0,1.5,54.5,23.4167,187.0,172.0167,92.3077,193.0175,108.2318,final
2022-11-21,5982,BT00702,2.0,1.0,1.15,3.0,5.0167,154.0,132.1667,97.561,86.5705,115.3576,final
2022-12-01,5982,BT00702,2.0,1.5,1.9167,3.5,4.5667,138.5,112.4,93.9759,92.6773,121.3235,final
2022-12-11,5982,BT00702,2.0,1.5,1.9333,4.0,5.0,127.0,94.55,93.75,93.3333,131.0378,final
2022-12-21,5982,BT00702,2.0,2.0,1.9167,5.0,5.7667,120.0,75.65,101.2048,95.1374,151.7805,final
2023-01-01,5982,BT00702,2.0,1.5,1.7833,5.0,5.6333,89.5,51.9,95.8231,95.9488,160.7431,final
2023-01-11,5982,BT00702,2.0,1.0,1.6167,4.5,5.3167,63.0,33.7333,90.6801,94.6681,166.9207,final
2023-01-21,5982,BT00702,2.0,1.0,2.0,3.5,5.4,11.5,16.1833,85.7143,87.6623,82.1133,final
2023-02-01,5982,BT00702,2.0,2.0,2.3833,4.0,6.0,12.5,16.2,94.8081,87.5,85.8779,final
2023-02-11,5982,BT00702,2.0,3.5,2.9,6.5,7.2833,15.0,17.6,107.5949,95.4677,90.5797,final
2023-02-21,5982,BT00702,2.0,1.5,2.3,7.0,7.5833,15.5,18.75,89.0411,96.6825,88.6957,final
2023-03-01,5982,BT00702,2.0,5.0,5.1667,10.0,10.3667,19.0,22.0,98.3607,98.1997,90.625,final
2023-03-11,5982,BT00702,2.0,33.5,6.45,40.0,13.9167,51.0,26.5167,336.2445,209.0592,167.047,final
2023-03-21,5982,BT00702,2.0,8.5,14.75,47.0,26.3667,57.5,39.35,68.3544,156.7369,136.7781,final
2023-04-01,5982,BT00702,2.0,8.5,19.3667,50.5,40.5667,64.5,56.9333,55.4036,119.644,111.3048,final
2023-04-11,5982,BT00702,2.0,13.0,23.5667,30.0,57.6833,76.5,78.8833,63.0105,59.0987,97.3186,final
2023-04-21,5982,BT00702,2.0,16.5,22.8333,38.0,65.7667,92.0,99.7167,77.2455,63.3524,92.9667,final
2023-05-01,5982,BT00702,2.0,13.0,26.0333,42.5,72.4333,103.0,123.3667,58.0021,63.6878,84.7288,final
2023-05-11,5982,BT00702,2.0,17.5,23.5833,47.0,72.45,117.0,144.05,78.7172,69.1328,82.4408,final
2023-05-21,5982,BT00702,2.0,21.0,35.1,51.5,84.7167,136.5,176.85,64.8379,64.9305,78.4051,final
2023-06-01,5982,BT00702,2.0,43.5,53.5167,82.0,112.2,175.0,225.2,82.8824,75.2864,78.6565,final
2023-06-11,5982,BT00702,2.0,103.0,62.9333,167.5,151.55,244.5,281.6833,158.9794,109.8731,87.2522,final
2023-06-21,5982,BT00702,2.0,31.5,55.3833,178.0,171.8333,267.5,322.3167,60.4471,103.3914,83.5047,final
2023-07-01,5982,BT00702,2.0,26.0,30.9833,160.5,149.3,285.0,333.9333,86.151,107.0308,85.7724,final
2023-07-11,5982,BT00702,2.0,15.0,24.45,72.5,110.8167,287.0,334.8167,67.9117,68.2853,86.1327,final
2023-07-21,5982,BT00702,2.0,16.0,30.55,57.0,85.9833,286.5,342.5333,59.0717,69.8038,84.1055,final
2023-08-01,5982,BT00702,2.0,22.0,35.6,53.0,90.6,295.5,352.1,66.5025,62.6243,84.369,final
2023-08-11,5982,BT00702,2.0,49.5,44.6833,87.5,110.8333,327.5,373.2,109.6947,80.6897,88.0741,final
2023-08-21,5982,BT00702,2.0,53.5,41.0,125.0,121.2833,360.0,379.1,127.1739,102.831,95.0912,final
2023-09-01,5982,BT00702,2.0,10.0,21.6833,113.0,107.3667,326.5,347.2667,56.2149,104.7998,94.1873,final
2023-09-11,5982,BT00702,2.0,11.5,19.7833,75.0,82.4667,235.0,304.1167,66.577,91.925,77.9965,final
2023-09-21,5982,BT00702,2.0,19.5,20.8167,41.0,62.2833,223.0,269.55,94.8999,70.5557,83.3482,final
2023-10-01,5982,BT00702,2.0,23.0,25.5333,54.0,66.1333,220.0,264.1,91.7031,84.063,83.911,final
2023-10-11,5982,BT00702,2.0,9.5,19.7833,52.0,66.1333,214.5,259.4333,58.5071,81.4361,83.323,final
2023-10-21,5982,BT00702,2.0,21.0,19.55,53.5,64.8667,219.5,248.4333,105.9063,84.8175,88.8043,final
2023-11-01,5982,BT00702,2.0,1.0,2.3667,31.5,41.7,198.5,215.2,81.448,80.2708,92.5844,final
2023-11-11,5982,BT00702,2.0,2.0,1.5,24.0,23.4167,151.0,172.0167,107.6923,101.7456,88.4534,final
2023-11-21,5982,BT00702,2.0,1.0,1.15,4.0,5.0167,98.5,132.1667,97.561,93.2297,76.3189,final
2023-12-01,5982,BT00702,2.0,6.0,1.9167,9.0,4.5667,94.5,112.4,159.0361,130.4348,85.3758,final
2023-12-11,5982,BT00702,2.0,2.0,1.9333,9.0,5.0,85.0,94.55,100.9615,126.6667,90.8656,final
2023-12-21,5982,BT00702,2.0,2.0,1.9167,10.0,5.7667,67.5,75.65,101.2048,126.8499,90.4845,final
2024-01-01,5982,BT00702,2.0,1.5,1.7833,5.5,5.6333,46.0,51.9,95.8231,99.1471,90.4685,final
2024-01-11,5982,BT00702,2.0,1.5,1.6167,5.0,5.3167,38.0,33.7333,98.2368,97.9325,109.7561,final
2024-01-21,5982,BT00702,2.0,1.0,2.0,4.0,5.4,18.0,16.1833,85.7143,90.9091,106.9383,final
2024-02-01,5982,BT00702,2.0,1.0,2.3833,3.5,6.0,18.0,16.2,81.2641,84.375,106.8702,final
2024-02-11,5982,BT00702,2.0,1.5,2.9,3.5,7.2833,17.5,17.6,82.2785,78.1099,99.6377,final
2024-02-21,5982,BT00702,2.0,2.5,2.3,5.0,7.5833,19.0,18.75,102.7397,85.3081,100.8696,final
2024-03-01,5982,BT00702,2.0,3.0,5.1667,7.0,10.3667,16.0,22.0,78.6885,83.4697,81.25,final
2024-03-11,5982,BT00702,2.0,7.0,6.45,12.5,13.9167,21.0,26.5167,104.8035,94.0767,84.8927,final
2024-03-21,5982,BT00702,2.0,16.5,14.75,26.5,26.3667,35.5,39.35,108.8608,100.3666,92.1986,final
2024-04-01,5982,BT00702,2.0,11.0,19.3667,34.5,40.5667,45.0,56.9333,65.6635,88.0026,82.1713,final
2024-04-11,5982,BT00702,2.0,15.5,23.5667,43.0,57.6833,59.0,78.8833,71.762,78.3058,77.6299,final
2024-04-21,5982,BT00702,2.0,10.0,22.8333,36.5,65.7667,68.0,99.7167,53.8922,61.3726,71.0922,final
2024-05-01,5982,BT00702,2.0,18.5,26.0333,44.0,72.4333,85.5,123.3667,75.725,65.5075,71.6071,final
2024-05-11,5982,BT00702,2.0,20.5,23.5833,49.0,72.45,104.5,144.05,89.2128,71.5585,74.3265,final
2024-05-21,5982,BT00702,2.0,49.5,35.1,88.5,84.7167,151.5,176.85,135.9102,103.9944,86.433,final
2024-06-01,5982,BT00702,2.0,55.0,53.5167,125.0,112.2,203.5,225.2,102.5349,110.4746,90.7738,final
2024-06-11,5982,BT00702,2.0,177.0,62.9333,281.5,151.55,373.5,281.6833,267.9097,180.4395,131.4782,final
2024-06-21,5982,BT00702,2.0,27.0,55.3833,259.0,171.8333,384.0,322.3167,52.9948,147.9377,118.5616,final
2024-07-01,5982,BT00702,2.0,21.5,30.9833,225.5,149.3,394.5,333.9333,73.6452,147.8343,117.61,final
2024-07-11,5982,BT00702,2.0,14.0,24.45,62.5,110.8167,393.0,334.8167,64.5161,60.0083,116.8737,final
2024-07-21,5982,BT00702,2.0,18.5,30.55,54.0,85.9833,401.5,342.5333,66.1041,66.6782,116.7266,final
2024-08-01,5982,BT00702,2.0,21.0,35.6,53.5,90.6,404.0,352.1,64.0394,63.1213,114.3331,final
2024-08-11,5982,BT00702,2.0,18.5,44.6833,58.0,110.8333,402.0,373.2,47.2996,56.2759,107.5157,final
2024-08-21,5982,BT00702,2.0,47.5,41.0,87.0,121.2833,400.0,379.1,114.1304,73.886,105.3714,final
2024-09-01,5982,BT00702,2.0,11.5,21.6833,77.5,107.3667,356.5,347.2667,61.8364,74.5527,102.5844,final
2024-09-11,5982,BT00702,2.0,9.5,19.7833,68.5,82.4667,189.0,304.1167,58.5071,84.8955,63.3523,final
2024-09-21,5982,BT00702,2.0,21.0,20.8167,42.0,62.2833,183.0,269.55,100.7101,71.9391,69.0395,final
2024-10-01,5982,BT00702,2.0,45.5,25.5333,76.0,66.1333,207.0,264.1,165.393,112.9597,79.1682,final
2024-10-11,5982,BT00702,2.0,14.0,19.7833,80.5,66.1333,207.0,259.4333,76.6644,118.8704,80.5394,final
2024-10-21,5982,BT00702,2.0,22.5,19.55,82.0,64.8667,211.0,248.4333,112.0163,122.8851,85.5153,final
2024-11-01,5982,BT00702,2.0,1.5,2.3667,38.0,41.7,191.5,215.2,88.2353,92.8433,89.476,final
2024-11-11,5982,BT00702,2.0,1.0,1.5,25.0,23.4167,174.0,172.0167,92.3077,104.7382,101.0896,final
2024-11-21,5982,BT00702,2.0,1.0,1.15,3.5,5.0167,127.5,132.1667,97.561,89.9001,96.7175,final
2024-12-01,5982,BT00702,2.0,1.5,1.9167,3.5,4.5667,117.5,112.4,93.9759,92.6773,104.1667,final
2024-12-11,5982,BT00702,2.0,1.5,1.9333,4.0,5.0,109.5,94.55,93.75,93.3333,114.2994,final
2024-12-21,5982,BT00702,2.0,1.5,1.9167,4.5,5.7667,90.0,75.65,93.9759,91.9662,116.7542,final
2025-01-01,5982,BT00702,2.0,1.5,1.7833,4.5,5.6333,46.0,51.9,95.8231,92.7505,90.4685,final
2025-01-11,5982,BT00702,2.0,1.5,1.6167,4.5,5.3167,33.5,33.7333,98.2368,94.6681,99.4665,final
2025-01-21,5982,BT00702,2.0,1.0,2.0,4.0,5.4,12.0,16.1833,85.7143,90.9091,84.0229,final
2025-02-01,5982,BT00702,2.0,1.0,2.3833,3.5,6.0,11.5,16.2,81.2641,84.375,82.0611,final
2025-02-11,5982,BT00702,2.0,1.0,2.9,3.0,7.2833,11.5,17.6,75.9494,75.217,77.8986,final
2025-02-21,5982,BT00702,2.0,2.0,2.3,4.0,7.5833,12.5,18.75,95.8904,79.6209,78.2609,final
2025-03-01,5982,BT00702,2.0,4.5,5.1667,7.5,10.3667,15.5,22.0,93.4426,85.9247,79.6875,final
2025-03-11,5982,BT00702,2.0,6.0,6.45,12.5,13.9167,20.0,26.5167,96.0699,94.0767,82.1543,final
2025-03-21,5982,BT00702,2.0,4.5,14.75,15.0,26.3667,23.0,39.35,48.1013,68.7443,66.8693,final
2025-04-01,5982,BT00702,2.0,10.0,19.3667,20.5,40.5667,31.5,56.9333,61.5595,60.3164,62.002,final
2025-04-11,5982,BT00702,2.0,12.5,23.5667,27.0,57.6833,42.5,78.8833,61.2602,54.6663,59.0662,final
2025-04-21,5982,BT00702,2.0,25.0,22.8333,47.5,65.7667,66.5,99.7167,107.7844,75.8909,69.725,final
2025-05-01,5982,BT00702,2.0,19.5,26.0333,57.0,72.4333,85.0,123.3667,78.9474,81.2778,71.2322,final
2025-05-11,5982,BT00702,2.0,28.0,23.5833,72.5,72.45,112.0,144.05,115.4519,100.0606,79.1951,final
2025-05-21,5982,BT00702,2.0,51.5,35.1,99.0,84.7167,161.5,176.85,140.8978,115.0801,91.7849,final
2025-06-01,5982,BT00702,2.0,26.5,53.5167,106.0,112.2,183.5,225.2,53.8308,94.9264,82.2704,prelim
2021-01-01,5993,BT00711,1.0,2.0,2.0667,6.0,6.2,37.0,52.4,99.0566,98.7654,75.3205,final
2021-01-11,5993,BT00711,1.0,2.0,1.8333,6.0,6.0,31.0,34.5333,102.439,100.0,92.0659,final
2021-01-21,5993,BT00711,1.0,1.0,2.1667,5.0,6.0667,14.0,17.2,83.7209,93.361,88.2353,final
2021-02-01,5993,BT00711,1.0,2.0,2.5667,5.0,6.5667,15.0,17.4667,92.511,90.5433,91.0194,final
2021-02-11,5993,BT00711,1.0,1.0,2.8667,4.0,7.6,15.0,18.7333,76.2712,79.5455,87.007,final
2021-02-21,5993,BT00711,1.0,1.0,2.0667,4.0,7.5,15.0,19.5667,84.9057,80.0,84.5547,final
2021-03-01,5993,BT00711,1.0,4.0,4.3667,6.0,9.3,17.0,22.0667,96.0854,82.9016,84.1996,final
2021-03-11,5993,BT00711,1.0,4.0,5.4667,9.0,11.9,19.0,25.5,85.9873,86.758,81.6901,final
2021-03-21,5993,BT00711,1.0,7.0,13.3333,15.0,23.1667,24.0,36.7333,65.4545,75.3769,72.7532,final
2021-04-01,5993,BT00711,1.0,11.0,19.4667,22.0,38.2667,33.0,54.1333,65.3951,66.2983,67.0478,final
2021-04-11,5993,BT00711,1.0,13.0,24.1667,31.0,56.9667,44.0,76.4667,61.7143,61.2245,62.4518,final
2021-04-21,5993,BT00711,1.0,15.0,23.7,39.0,67.3333,58.0,98.0,69.6864,63.3621,62.963,final
2021-05-01,5993,BT00711,1.0,22.0,26.2667,50.0,74.1333,78.0,121.7,86.3539,71.3154,66.8185,final
2021-05-11,5993,BT00711,1.0,22.0,23.7,59.0,73.6667,99.0,142.5333,94.0767,82.4701,71.4598,final
2021-05-21,5993,BT00711,1.0,20.0,36.1,64.0,86.0667,118.0,176.5667,60.8273,77.0298,68.6082,final
2021-06-01,5993,BT00711,1.0,69.0,54.0333,111.0,113.8333,183.0,226.2333,125.3529,97.712,81.6989,final
2021-06-11,5993,BT00711,1.0,61.0,64.4333,150.0,154.5667,240.0,285.2,95.0552,97.225,84.6883,final
2021-06-21,5993,BT00711,1.0,34.0,55.8667,164.0,174.3333,267.0,327.7333,64.0745,94.3942,82.0174,final
2021-07-01,5993,BT00711,1.0,15.0,27.6333,110.0,147.9333,271.0,335.9,61.287,75.9814,81.2374,final
2021-07-11,5993,BT00711,1.0,18.0,21.1,67.0,104.6,276.0,332.8333,88.1226,67.1902,83.4225,final
2021-07-21,5993,BT00711,1.0,26.0,26.7333,59.0,75.4667,287.0,335.8667,97.6891,80.7332,85.8712,final
2021-08-01,5993,BT00711,1.0,18.0,35.1,62.0,82.9333,283.0,344.7,57.3566,77.4749,82.605,final
2021-08-11,5993,BT00711,1.0,34.0,44.7,78.0,106.5333,295.0,365.7,78.4708,75.5149,81.1818,final
2021-08-21,5993,BT00711,1.0,26.0,41.6667,78.0,121.4667,301.0,371.2667,66.4286,66.9371,81.5702,final
2021-09-01,5993,BT00711,1.0,33.0,23.8333,93.0,110.2,265.0,341.0667,131.7919,85.6905,78.3327,final
2021-09-11,5993,BT00711,1.0,13.0,21.5333,72.0,87.0333,217.0,298.1667,67.8392,84.507,73.6614,final
2021-09-21,5993,BT00711,1.0,12.0,22.9,58.0,68.2667,195.0,265.2,60.9319,86.8825,74.4913,final
2021-10-01,5993,BT00711,1.0,7.0,25.7333,32.0,70.1667,187.0,263.3,39.0456,52.3909,72.082,final
2021-10-11,5993,BT00711,1.0,10.0,19.7,29.0,68.3333,179.0,261.9,60.7287,49.7872,69.5108,final
2021-10-21,5993,BT00711,1.0,17.0,19.5,34.0,64.9333,170.0,254.6667,89.7959,58.7189,68.0101,final
2021-11-01,5993,BT00711,1.0,1.0,2.3,28.0,41.5,153.0,221.8667,82.1918,73.7864,70.299,final
2021-11-11,5993,BT00711,1.0,1.0,1.6,19.0,23.4,120.0,178.7667,90.9091,86.8263,68.8681,final
2021-11-21,5993,BT00711,1.0,1.0,1.2333,3.0,5.1333,95.0,138.3333,96.2567,85.9031,70.7865,final
2021-12-01,5993,BT00711,1.0,2.0,1.8667,4.0,4.7,64.0,116.3667,101.9417,95.2381,58.5597,final
2021-12-11,5993,BT00711,1.0,2.0,2.0333,5.0,5.1333,53.0,96.8667,99.5261,99.1189,58.952,final
2021-12-21,5993,BT00711,1.0,2.0,2.1,6.0,6.0,43.0,76.0667,98.5915,100.0,61.5802,final
2022-01-01,5993,BT00711,1.0,3.0,2.0667,7.0,6.2,39.0,52.4,113.2075,104.9383,78.5256,final
2022-01-11,5993,BT00711,1.0,4.0,1.8333,9.0,6.0,33.0,34.5333,131.7073,118.75,96.5569,final
2022-01-21,5993,BT00711,1.0,3.0,2.1667,10.0,6.0667,19.0,17.2,111.6279,124.4813,106.6176,final
2022-02-01,5993,BT00711,1.0,7.0,2.5667,14.0,6.5667,25.0,17.4667,158.5903,144.8692,127.4272,final
2022-02-11,5993,BT00711,1.0,2.0,2.8667,12.0,7.6,26.0,18.7333,88.9831,125.0,125.29,final
2022-02-21,5993,BT00711,1.0,2.0,2.0667,11.0,7.5,27.0,19.5667,99.0566,120.0,125.1409,final
2022-03-01,5993,BT00711,1.0,3.0,4.3667,7.0,9.3,28.0,22.0667,85.4093,88.0829,118.5031,final
2022-03-11,5993,BT00711,1.0,2.0,5.4667,7.0,11.9,28.0,25.5,66.879,77.6256,107.0423,final
2022-03-21,5993,BT00711,1.0,4.0,13.3333,9.0,23.1667,30.0,36.7333,49.0909,57.2864,85.592,final
2022-04-01,5993,BT00711,1.0,6.0,19.4667,12.0,38.2667,33.0,54.1333,44.9591,45.5801,67.0478,final
2022-04-11,5993,BT00711,1.0,13.0,24.1667,23.0,56.9667,42.0,76.4667,61.7143,49.2782,60.1388,final
2022-04-21,5993,BT00711,1.0,9.0,23.7,28.0,67.3333,48.0,98.0,48.7805,49.1379,53.7037,final
2022-05-01,5993,BT00711,1.0,14.0,26.2667,36.0,74.1333,55.0,121.7,60.7676,54.6751,49.3546,final
2022-05-11,5993,BT00711,1.0,36.0,23.7,59.0,73.6667,89.0,142.5333,142.8571,82.4701,64.9038,final
2022-05-21,5993,BT00711,1.0,24.0,36.1,74.0,86.0667,111.0,176.5667,70.5596,87.4393,64.8562,final
2022-06-01,5993,BT00711,1.0,42.0,54.0333,102.0,113.8333,150.0,226.2333,79.616,90.4441,67.7296,final
2022-06-11,5993,BT00711,1.0,183.0,64.4333,249.0,154.5667,331.0,285.2,270.7633,157.383,115.5149,final
2022-06-21,5993,BT00711,1.0,42.0,55.8667,267.0,174.3333,369.0,327.7333,77.218,150.2712,112.2187,final
2022-07-01,5993,BT00711,1.0,14.0,27.6333,239.0,147.9333,377.0,335.9,58.2227,157.6615,111.882,final
2022-07-11,5993,BT00711,1.0,11.0,21.1,67.0,104.6,375.0,332.8333,61.3027,67.1902,112.2995,final
2022-07-21,5993,BT00711,1.0,16.0,26.7333,41.0,75.4667,382.0,335.8667,66.1765,59.6724,113.3385,final
2022-08-01,5993,BT00711,1.0,34.0,35.1,61.0,82.9333,402.0,344.7,97.2569,76.3989,116.1545,final
2022-08-11,5993,BT00711,1.0,27.0,44.7,77.0,106.5333,393.0,365.7,64.3863,74.6568,107.2664,final
2022-08-21,5993,BT00711,1.0,34.0,41.6667,95.0,121.4667,403.0,371.2667,83.5714,79.8682,108.3231,final
2022-09-01,5993,BT00711,1.0,18.0,23.8333,79.0,110.2,379.0,341.0667,79.7688,74.0433,110.8052,final
2022-09-11,5993,BT00711,1.0,14.0,21.5333,66.0,87.0333,210.0,298.1667,71.608,78.3236,71.3899,final
2022-09-21,5993,BT00711,1.0,9.0,22.9,41.0,68.2667,177.0,265.2,50.1792,65.1618,67.9506,final
2022-10-01,5993,BT00711,1.0,31.0,25.7333,54.0,70.1667,194.0,263.3,117.1367,79.8337,74.6432,final
