ADM2_PCODE,1,2,3,4,5,6,7,8,9,10,11,12,Cluster
BT01404,2.58,3.0133333333333336,4.626666666666667,11.56,10.32,42.669230769230765,38.725,51.61666666666667,26.2,21.400000000000002,1.2,1.2666666666666666,1
BT01405,1.8266666666666667,2.8933400000000002,5.01778,10.884440000000001,9.057780000000001,27.374361538461535,35.127775,31.888899999999996,25.700008333333333,14.266675,0.9388833333333334,1.0,1
BT01406,1.8190466666666667,3.7523733333333333,6.447626666666666,14.714273333333333,13.961899999999998,47.27473076923077,51.65475,56.642875000000004,27.916666666666668,22.61905,0.8095249999999999,1.5,1
BT01407,2.9611066666666663,4.683326666666667,5.749993333333333,10.766673333333333,9.71666,30.846153846153847,32.93054166666666,41.979175,26.49305,26.374983333333333,1.3541666666666667,0.6041666666666666,1
BT01408,1.7809466666666665,3.8952400000000003,6.857146666666667,10.599993333333334,10.36192,32.549453846153845,41.809533333333334,39.523808333333335,31.845241666666666,15.761916666666666,0.7023833333333332,0.8095333333333333,1
BT01501,1.5333333333333334,2.066666666666667,8.733333333333333,11.4,41.733333333333334,71.76923076923077,35.166666666666664,40.5,19.416666666666668,25.166666666666668,1.3333333333333333,2.25,1
BT01502,1.4222266666666668,2.466686666666667,6.8,10.799993333333333,34.044446666666666,65.92307692307692,21.722224999999998,36.333333333333336,20.027775000000002,23.138883333333336,1.3611083333333334,2.000008333333333,1
BT01503,1.6,1.5333333333333334,11.133333333333333,17.733333333333334,29.6,78.23076923076923,21.416666666666668,37.0,17.833333333333332,24.5,1.3333333333333333,2.1666666666666665,1
BT01504,3.0666733333333336,3.8848399999999996,7.98182,18.3091,22.787873333333334,85.38461538461539,10.98485,37.06818333333333,24.333325,23.795458333333332,1.6439333333333332,1.3484916666666666,1
BT01505,1.7333333333333334,2.08,6.506666666666666,16.973333333333333,22.4,74.09230769230768,9.083333333333334,34.43333333333333,22.133333333333336,23.683333333333334,1.4000000000000001,1.3,1
BT01506,1.9466666666666665,2.52,12.546666666666669,19.546666666666667,33.85333333333333,100.96923076923078,32.56666666666667,42.56666666666667,21.133333333333333,29.116666666666664,1.4333333333333333,1.9666666666666668,0
BT01507,3.5725466666666668,4.84706,1.9333266666666666,13.717633333333334,10.67452,57.144784615384616,1.4754916666666666,24.578433333333333,24.387241666666668,18.83823333333333,1.2990166666666667,0.8284333333333334,1
BT01508,1.1555533333333334,1.6888866666666666,4.3333200000000005,11.177793333333334,22.400006666666666,61.97436153846154,5.361108333333333,32.250008333333334,18.916666666666668,20.805558333333334,1.3610999999999998,1.6110916666666666,1
BT01509,1.7333333333333334,3.0,8.0,11.133333333333333,37.46666666666667,69.53846153846153,20.083333333333332,38.25,17.75,24.166666666666668,1.4166666666666667,2.1666666666666665,1
BT01510,1.0523866666666666,2.1666600000000003,1.3238200000000002,11.338093333333335,10.2381,51.08241538461539,1.303575,20.386908333333334,19.952391666666667,15.017841666666667,1.035725,0.6428666666666666,1
BT01511,1.7666666666666666,2.4166666666666665,6.9,13.85,25.95,70.73076923076923,12.1875,35.0625,18.416666666666668,22.145833333333332,1.3958333333333333,1.9583333333333333,1
